"ASIN","Product.Name","Brand","Price","Monthly.Units.Sold","Daily.Units.Sold","Monthly.Revenue","Date.First.Available","Net.Revenue","Star.Rating","Reviews","Amazon.Fees","BSR","LQS","Seller.Type","Sellers","Category","Product.Tier","Dimensions","Weight","Link"
"B0C3C64H9D","Flydo Pilates Grippy Socks with Grips for Women Yoga Non Slip Long Socks for Pure Barre, Ballet,Dance Workout 2-5 Pack","Flydo","$14.98","6,214","163","$93,086","04/24/2023","$6.37",4.4,"570","$8.61","5,628",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","9.41 x 10.43 x 0.83 in","0.291 lb","https://www.amazon.com/dp/B0C3C64H9D?th=1&psc=1"
"B0D8PWMVF1","Women's High Waist Flare Yoga Pants Tummy Control Casual Bootcut Leggings with Side Pockets","SEAJOJO","$14.99","5,794","195","$86,852","08/22/2024","$8.22",4.4,"703","$6.77","4,325",5,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","10.59 x 11.3 x 0.63 in","0.679 lb","https://www.amazon.com/dp/B0D8PWMVF1?th=1&psc=1"
"B07M5NBLD6","IUGA High Waisted Yoga Pants for Women with Pockets Capri Leggings for Women Workout Leggings for Women Yoga Capris","IUGA","$13.99","8,711","269","$121,867","02/28/2024","$5.91",4.6,"23,880","$8.08","2,584",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","6.22 x 10.94 x 2.13 in","0.529 lb","https://www.amazon.com/dp/B07M5NBLD6?th=1&psc=1"
"B0BB8ZSFZQ","Lenovo Yoga 7i 16 inch 2.5K Touchscreen (2560 x 1600) 2-in-1 Convertible Laptop Computer, Intel Evo Platform, Core i5-1240P, 8GB Memory, 1TB SSD, Backlit Keyboard, Storm Grey","Lenovo","$713.00","15","","$10,695","08/19/2022","$654.97",4.4,"14","$58.03","47,391",5,"FBM",1,"Computers & Accessories","Large standard","14 x 4 x 100 in","4.18 lb","https://www.amazon.com/dp/B0BB8ZSFZQ?th=1&psc=1"
"B0BJ1VSQKG","CRZ YOGA Womens Butterluxe Workout Leggings 28 Inches - High Waisted Gym Yoga Pants with Pockets Running Buttery Soft","CRZ YOGA","$32.00","2,188","65","$70,016","10/13/2022","$20.84",4.5,"1,340","$11.16","18,617",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.937 x 9.843 x 2.244 in","0.463 lb","https://www.amazon.com/dp/B0BJ1VSQKG?th=1&psc=1"
"B0DSLZRBZY","Lenovo Yoga 7 7i 2-in-1 Touchscreen Laptop, 16' 2K IPS, Intel Ultra 7 155U (Beats i7-1355U) AI Boost NPU, 16GB RAM, 1TB SSD + 500GB Portable Drive, Backlit, FP, Stylus Pen, Win 11 Pro","Lenovo","$1,012.69","10","","$10,127","01/08/2025","$942.00",5,"2","$82.99","39,988",8,"FBM",1,"Computers & Accessories","Large bulky","20 x 5 x 20 in","8 lb","https://www.amazon.com/dp/B0DSLZRBZY?th=1&psc=1"
"B01N6YGO02","Manduka X Yoga Mat - Easy to Carry, For Women and Men, Non Slip, Cushion for Joint Support and Stability, 5mm Thick, 71 Inch (180cm)","Manduka","$68.00","1,113","43","$75,684","09/28/2017","$53.75",4.4,"2,029","$14.25","5,879",7,"AMZ",4,"Sports & Outdoors","Small standard","6.299 x 27.717 x 3.228 in","1.8 g","https://www.amazon.com/dp/B01N6YGO02?th=1&psc=1"
"B07HQPKDZB","THE GYM PEOPLE Thick High Waist Yoga Pants with Pockets, Tummy Control Workout Running Yoga Leggings for Women","THE GYM PEOPLE","$24.99","32,125","1,116","$802,804","06/12/2024","$15.70",4.3,"59,918","$9.29","102",7,"FBA",3,"Clothing, Shoes & Jewelry","Large standard","7.087 x 9.055 x 1.181 in","0.639 lb","https://www.amazon.com/dp/B07HQPKDZB?th=1&psc=1"
"B07C5HLGRM","ODODOS Women's High Waisted Yoga Leggings with Pockets, Tummy Control Non See Through Workout Athletic Running Yoga Pants","ODODOS","$24.98","9,220","310","$230,316","04/19/2024","$15.69",4.5,"19,850","$9.29","2,014",8,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","6.97 x 9.96 x 1.46 in","0.659 lb","https://www.amazon.com/dp/B07C5HLGRM?th=1&psc=1"
"B089CJ5SWB","ODODOS Women's High Waisted Yoga Capris with Pockets, Tummy Control Non See Through Workout Athletic Running Capri Leggings","ODODOS","$19.98","20,305","766","$405,694","04/19/2024","$13.99",4.6,"24,238","$8.99","296",8,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","7.01 x 9.57 x 1.26 in","0.529 lb","https://www.amazon.com/dp/B089CJ5SWB?th=1&psc=1"
"B07SKBT6SV","Beachbody 21 Day Fix & 21 Day Fix Extreme - Workout Accessories + Fitness DVDs Bundle, Body Weight Home Workout Planner & Video Guide, Meal Plan and Portion Control Containers Included","beachbody","$59.00","254","8","$14,986","05/30/2019","$42.16",4.5,"928","$16.84","35,582",7,"FBA",1,"Sports & Outdoors","Large standard","10.04 x 9.09 x 4.76 in","0.73 kg","https://www.amazon.com/dp/B07SKBT6SV?th=1&psc=1"
"B0BWJGG2KG","Kimmery Woman Short Sleeve Round Neck Criss Cross Back Yoga Shirt","Kimmery","$21.59","1,828","51","$39,467","01/18/2019","$16.16",4.2,"3,843","$7.83","24,439",6,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","9.2 x 12.02 x 0.6 in","0.351 lb","https://www.amazon.com/dp/B0BWJGG2KG?th=1&psc=1"
"B0CJCGMQJF","Women's High Waist Bootcut Yoga Pants Tummy Control Workout Flare Leggings","SEAJOJO","$14.99","2,671","88","$40,038","09/19/2023","$6.38",4.3,"1,131","$8.61","12,852",5,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","11.5 x 9 x 0.95 in","7.2 oz","https://www.amazon.com/dp/B0CJCGMQJF?th=1&psc=1"
"B01LTHNHLG","Element: Beginner Level Yoga for Toning, Stress Relief & Flexibility","Lionsgate","$6.09","","","","12/06/2016","$1.81",4.5,"490","$4.28","15,431",1,"AMZ",21,"Movies & TV","Small standard","0.7 x 7.5 x 5.4 in","2.08 oz","https://www.amazon.com/dp/B01LTHNHLG?th=1&psc=1"
"B088DZWSF6","TechStone Resistance Bands Set for Men and Women, Pack of 5 Different Levels Elastic Band for Home Gym Long Exercise Workout  Great Fitness Equipment for Training, Yoga  Free Carrying Bag","TechStone","$7.99","18,156","462","$145,066","05/09/2020","$3.52",4.5,"15,565","$5.47","152",7,"FBA",3,"Sports & Outdoors","Large standard","4.33 x 7.357 x 1.3 in","0.291 lb","https://www.amazon.com/dp/B088DZWSF6?th=1&psc=1"
"B0BS11BS9P","Inflatable Paddle Board for Adult, Paddle Board for All Skill Levels, Wide SUP Board with Primium Accessories Include SUP Carry Bag, Hand Pump, 10L Waterproof Bag and Adj Paddle","aisunss","$169.95","720","23","$122,364","01/12/2023","$119.80",4.5,"529","$50.15","11,862",9,"FBA",3,"Sports & Outdoors","Large bulky","35.25 x 13.45 x 11 in","12.16 kg","https://www.amazon.com/dp/B0BS11BS9P?th=1&psc=1"
"B0D7B8ZQZH","New Microfiber Hot Yoga Towel Mat, 24 x 72 inches, with Non-Slip Silicone Grip, Secure Fit Elastic Straps","MICROFI","$17.99","250","9","$4,498","06/16/2024","$8.93",4.6,"1","$9.06","31,521",6,"FBA",2,"Sports & Outdoors","Large standard","7.72 x 9.69 x 2.56 in","1.19 lb","https://www.amazon.com/dp/B0D7B8ZQZH?th=1&psc=1"
"B079VX3FBG","Gaiam Grippy Studio Yoga Socks for Extra Grip in Standard or Hot Yoga","Gaiam","$11.99","4,339","134","$52,025","04/08/2025","$6.14",4.2,"2,208","$5.85","7,421",5,"AMZ",1,"Clothing, Shoes & Jewelry","Small standard","3.78 x 7.874 x 0.748 in","0.088 lb","https://www.amazon.com/dp/B079VX3FBG?th=1&psc=1"
"B0B6NWJGG1","Yes4All Triple-Layer Sponge Yoga Bolster Pillow for Restorative Yoga & Meditation - Versatile Yoga Support Pillow, Balance & Poses Modification","Yes4All","$41.36","776","21","$32,095","01/04/2024","$27.55",4.6,"383","$13.81","12,813",7,"AMZ",2,"Sports & Outdoors","Large standard","10.5 x 27 x 6.5 in","3 lb","https://www.amazon.com/dp/B0B6NWJGG1?th=1&psc=1"
"B00HEHH62C","Hoerev Women Super Soft Yoga Pants Dance Trousers Lounge Pant","Hoerev","$18.55","599","20","$11,111","01/15/2020","$10.63",4.2,"13,919","$9.36","62,449",6,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","9.41 x 10.51 x 1.46 in","0.619 lb","https://www.amazon.com/dp/B00HEHH62C?th=1&psc=1"
"B09WF2LLWP","Gaiam Yoga Mat - Premium 6mm Print Extra Thick Non Slip Exercise & Fitness Mat for All Types of Yoga, Pilates & Floor Workouts (68'L x 24'W x 6mm Thick)","Gaiam","$25.49","6,509","243","$165,914","03/23/2022","$14.06",4.7,"21,342","$11.43","506",8,"AMZ",3,"Sports & Outdoors","Large standard","5 x 24.25 x 4.5 in","1.3 kg","https://www.amazon.com/dp/B09WF2LLWP?th=1&psc=1"
"B0DNVWFK7R","Lenovo Yoga 7i 2-in-1 16' 2K WUXGA Touchscreen Laptop, Intel Core Ultra 5 125U 12-Core Processor, 16GB RAM 1TB SSD, Fingerprint Reader, Backlit Keyboard, Wi-Fi 6E, Windows 11 Home, Storm Grey","Lenovo","$819.95","15","1","$12,299","11/22/2024","$753.36",NA,"","$66.59","24,884",7,"FBM",2,"Computers & Accessories","Large standard","13.11 x 20.59 x 2.99 in","4.63 lb","https://www.amazon.com/dp/B0DNVWFK7R?th=1&psc=1"
"B0CGLSCRVK","APEXUP Yoga & Pilates Ball - Anti Slip Heavy Duty Gym Ball for Fitness, Balance & Core Workout","APEXUP","$25.99","20,452","881","$531,547","08/24/2023","$15.33",4.5,"2,361","$10.66","35",5,"FBA",1,"Sports & Outdoors","Large standard","8.07 x 5.28 x 10.28 in","2 lb","https://www.amazon.com/dp/B0CGLSCRVK?th=1&psc=1"
"B0F2RYY8CM","Womens Workout Tops Sleeveless Racerback Lightweight Active Tennis Yoga Shirts Athletic Running Tank Top for Women","XIEERDUO","$9.99","2,470","52","$24,675","04/23/2025","$5.03",4.4,"","$4.96","23,799",8,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","10.354 x 13.189 x 0.354 in","0.276 lb","https://www.amazon.com/dp/B0F2RYY8CM?th=1&psc=1"
"B0F22CRWXL","WIHOLL Women's Workout Tank Tops Sleeveless Athletic Racerback for Gym Yoga Running - Summer Fitness Tops Scoop Neck (S-XXL)","WIHOLL","$9.95","1,708","47","$16,995","04/25/2025","$5.00",4.6,"","$4.95","26,759",8,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","11.5 x 10.2 x 0.65 in","4.8 oz","https://www.amazon.com/dp/B0F22CRWXL?th=1&psc=1"
"B0DZHJNV4B","4 Pack Girls Capri Leggings Yoga Pants for Girls 3/4 Summer Pants","Chicduo","$25.49","120","4","$3,059","03/06/2025","$16.53",5,"3","$8.96","214,953",6,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","5.9 x 1.18 x 5.9 in","0.63 lb","https://www.amazon.com/dp/B0DZHJNV4B?th=1&psc=1"
"B0F3JHJ71J","High-Waisted Yoga Pants with Pockets  Buttery Soft, Tummy Control Leggings for Women","","$32.00","","","","05/04/2025","",NA,"","","",7,"",1,"","","","","https://www.amazon.com/dp/B0F3JHJ71J?th=1&psc=1"
"B0F7QLTPCK","21 Fitness Resistance Bands-4 Tube Pedal Ankle Puller, 2025 New Pedal Resistance Band with Handle, Stretching Workout Fitness Bands for Arm Weights Exercise Equipment","JUDUNA","$12.99","","1","","05/06/2025","$10.05",5,"","$2.94","228,007",5,"FBM",1,"Sports & Outdoors","Small standard","","","https://www.amazon.com/dp/B0F7QLTPCK?th=1&psc=1"
"B08Q7GZPLV","Manduka Yoga Mat Wash and Refresh  100% Natural Essential Oil Yoga Mat Cleaning Spray, Fitness Equipment and Gym Accessories Cleaner, Non-irritating, Pet Friendly | Lemongrass Scent, 8 oz","Manduka","$16.00","2,180","61","$34,880","12/09/2020","$8.46",4.6,"374","$7.54","3,853",7,"AMZ",2,"Sports & Outdoors","Large standard","8 x 4 x 3 in","8 oz","https://www.amazon.com/dp/B08Q7GZPLV?th=1&psc=1"
"B0D9LTGDWL","CRZ YOGA Butterlift Shorts for Women High Waisted for Yoga Casual Lounge Workout with Pockets Linerless","CRZ YOGA","$28.00","1,412","62","$39,536","01/05/2025","$17.82",4.7,"24","$10.18","19,725",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.268 x 9.646 x 1.654 in","0.377 lb","https://www.amazon.com/dp/B0D9LTGDWL?th=1&psc=1"
"B09Z6LZTXF","GEMBERA Womens Sleeveless Racerback High Neck Casual Basic Cotton Ribbed Fitted Tank Top","GEMBERA","$19.99","26,910","959","$537,931","03/29/2022","$11.01",4.5,"5,844","$8.98","161",5,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","10.24 x 6.93 x 1.93 in","5.29 oz","https://www.amazon.com/dp/B09Z6LZTXF?th=1&psc=1"
"B0BYT1PZ1C","SANTINY Women's Knee Length Capri Leggings with Pockets High Waisted Workout Exercise Yoga Capris Pants for Women","SANTINY","$25.99","2,008","75","$52,188","03/17/2023","$17.86",4.4,"712","$8.13","15,612",8,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","11.81 x 7.87 x 0.47 in","6 oz","https://www.amazon.com/dp/B0BYT1PZ1C?th=1&psc=1"
"B0CJXT8Q8S","FitBeast Back Roller - Deep Tissue Massage Wheel, Yoga Wheel & Back Stretcher for Pain Relief","FitBeast","$39.99","605","4","$24,194","09/26/2023","$24.80",4.5,"399","$15.19","123,410",6,"AMZ",3,"Health & Household","Large standard","11.6 x 7 x 11.6 in","5 lb","https://www.amazon.com/dp/B0CJXT8Q8S?th=1&psc=1"
"B0CCR4YNMH","Aerial Lyra Hoop Kit (85CM/90CM), Professional Yoga Starter Set with Rigging Hardware Kit for Home, Exercise, Performance, 32mm Thickness","KROFEM","$139.99","57","2","$7,979","07/24/2023","$118.00",4.7,"20","$21.99","113,856",7,"FBM",1,"Sports & Outdoors","Extra-large","36 x 2 x 109 in","13 lb","https://www.amazon.com/dp/B0CCR4YNMH?th=1&psc=1"
"B0CX8SCYDF","VEVOR Yoga Swing Stand & Hammock, 9.67 ft Tall, Professional Aerial Yoga Setup with 6.6 Yards Swing, Supports Up to 551.15 lbs, Ideal for Both Indoor and Outdoor Use, Green","VEVOR","$250.99","15","","$3,765","03/10/2024","$160.98",4.3,"8","$90.01","319,614",7,"AMZ",3,"Sports & Outdoors","Extra-large","13.386 x 42.52 x 12.598 in","65.3 lb","https://www.amazon.com/dp/B0CX8SCYDF?th=1&psc=1"
"B08373YJTB","Manduka PROlite Yoga Mat - Teacher Recommended, Non-Slip Textured 4.7mm Ultra-Dense, Hot Yoga Workout, Studio at Home Pilates","Manduka","$106.71","1,104","39","$117,808","01/07/2020","$82.47",4.5,"4,389","$24.24","6,690",7,"FBA",6,"Sports & Outdoors","Large standard","4.528 x 24.094 x 4.37 in","1.8 kg","https://www.amazon.com/dp/B08373YJTB?th=1&psc=1"
"B0DSVZ6R2L","CRZ YOGA Womens Racerback Tankini Tops Scoop Neck Spaghetti Straps Bathing Suit Bikini Only Padded Crop Swim Tank","CRZ YOGA","$28.00","1,023","31","$28,644","04/30/2025","$17.04",NA,"","$10.96","40,925",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.58 x 15.51 x 1.97 in","0.26 lb","https://www.amazon.com/dp/B0DSVZ6R2L?th=1&psc=1"
"B0DDNM1Y6M","Lenovo Yoga Book 9i 2-in-1 13.3' 2.8K Dual Screen OLED Touch Laptop - Intel Core i7-1355U with 16GB Memory - 1TB SSD - Tidal Teal - US Version (New 2024 Model (1TB/Ultra 7))","Lenovo Yoga","$1,786.03","36","1","$64,297","09/03/2024","$1,641",5,"1","$143.79","19,997",3,"FBM",8,"Computers & Accessories","Large standard","","8 lb","https://www.amazon.com/dp/B0DDNM1Y6M?th=1&psc=1"
"B087J7RRQY","CRZ YOGA Women's Naked Feeling Biker Shorts - 4 Inches High Waist Yoga Workout Running Gym Spandex","CRZ YOGA","$18.00","5,476","211","$98,568","10/09/2024","$11.16",4.5,"3,196","$6.84","3,835",5,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","7.717 x 9.488 x 0.709 in","0.22 lb","https://www.amazon.com/dp/B087J7RRQY?th=1&psc=1"
"B0CCJFMRN1","Toes Home Pilates Socks for Women with Non Slip Grippers, Yoga Crew Socks for Barre Hospital Sticky Slipper Socks 4 Pairs","Toes Home","$14.24","10,377","292","$147,768","07/21/2023","$7.60",4.7,"932","$7.39","2,237",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","3.74 x 9.88 x 2.09 in","0.489 lb","https://www.amazon.com/dp/B0CCJFMRN1?th=1&psc=1"
"B07D4B1MX4","Set of 2 High Density Yoga Blocks, 9'x6'x4' Each, Pair, Multiple Colors","Fitvids","$11.99","3,326","156","$39,879","05/15/2018","$5.87",4.7,"4,258","$6.12","1,032",6,"AMZ",1,"Sports & Outdoors","Small standard","7.835 x 9.134 x 5.866 in","0.38 lb","https://www.amazon.com/dp/B07D4B1MX4?th=1&psc=1"
"B0BNL1HJ3H","Women's Flare Yoga Pants with Pockets-V Crossover High Waisted Bootcut Yoga Leggings-Flare Workout Gym Leggings","COPYLEAF","$19.99","9,092","217","$181,749","02/28/2023","$10.63",4.4,"4,649","$9.36","3,657",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","13 x 8 x 1.5 in","7.2 oz","https://www.amazon.com/dp/B0BNL1HJ3H?th=1&psc=1"
"B079W4FX8B","Gaiam Cork Yoga Exercise Mat | Natural Sustainable Cork Resists Sweat and Odors | Non-Slip TPE Backing Prevents Slipping| Great for Hot Yoga, Pilates, Fitness Working Out (68' x 24'x 5mm Thick)","Gaiam","$31.66","1,015","33","$32,135","02/15/2018","$20.15",4.4,"1,487","$11.51","7,870",7,"AMZ",3,"Sports & Outdoors","Large standard","5.91 x 5.91 x 25.59 in","2 lb","https://www.amazon.com/dp/B079W4FX8B?th=1&psc=1"
"B0CX8CFGQY","Lenovo ThinkPad Yoga 500w 2-in-1 Laptop (11.6' Touchscreen, Intel Pentium N6000, 8GB RAM, 512GB SSD) Ruggedized & Water Resistant for Student & School, Webcam, Wi-Fi, IST Pen, Win 11 Home, Blue","Lenovo","$359.98","229","5","$82,435","04/23/2023","$330.19",4.2,"292","$29.79","4,005",8,"FBM",3,"Computers & Accessories","Large standard","9.88 x 17.56 x 2.72 in","2.9 lb","https://www.amazon.com/dp/B0CX8CFGQY?th=1&psc=1"
"B0D5PSLYKG","CRZ YOGA Butterlift Womens Scoop Neck Longline Sports Bra - U Back Adjustable Straps Workout Crop Tank Top with Built in Pads","CRZ YOGA","$28.00","5,316","169","$148,848","09/11/2024","$17.29",4.5,"191","$10.71","5,382",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","7.48 x 14.764 x 1.693 in","0.309 lb","https://www.amazon.com/dp/B0D5PSLYKG?th=1&psc=1"
"B0BV9WN93J","Colorfulkoala Women's Dreamlux High Waisted Workout Leggings 25' / 28' Inseam Yoga Pants","Colorfulkoala","$29.00","7,609","219","$220,661","08/05/2022","$16.66",4.5,"1,649","$12.34","3,607",6,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","15.16 x 10.35 x 2.72 in","9.91 oz","https://www.amazon.com/dp/B0BV9WN93J?th=1&psc=1"
"B0B81G26GH","CRZ YOGA Butterluxe Racerback Workout Tank Tops for Women Tight Sleeveless Camisole Gym Athletic Yoga Shirts","CRZ YOGA","$26.00","12,031","469","$312,806","07/26/2023","$16.56",4.6,"851","$9.44","916",8,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","7.76 x 8.35 x 1.38 in","0.201 lb","https://www.amazon.com/dp/B0B81G26GH?th=1&psc=1"
"B0CK29R6BS","CRZ YOGA All Day Comfy Golf Joggers Pants for Men 30'' Quick Dry Lightweight Stretch Work Casual Sweatpants with Pockets","CRZ YOGA","$45.00","1,377","48","$61,965","07/16/2024","$31.21",4.7,"261","$13.79","26,311",7,"FBA",2,"Clothing, Shoes & Jewelry","Large standard","10.709 x 13.5 x 2.205 in","0.97 lb","https://www.amazon.com/dp/B0CK29R6BS?th=1&psc=1"
"B0DJ712L6B","CRZ YOGA Women Butterbreeze Workout Leggings with Pockets 25'' - High Waist Tummy Control Athletic Gym Yoga Running Pants","CRZ YOGA","$40.00","436","14","$17,440","02/20/2025","$28.02",NA,"","$11.98","87,239",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.425 x 9.094 x 1.417 in","0.441 lb","https://www.amazon.com/dp/B0DJ712L6B?th=1&psc=1"
"B0B2C61WMQ","G4Free Wide Leg Pants for Women Loose Yoga Pants with Pockets Petite/Regular/Tall Stretch Casual Lounge Pants","G4Free","$35.99","10,535","307","$379,155","09/19/2023","$23.55",4.4,"4,256","$12.44","2,047",8,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","10.906 x 14.409 x 1.811 in","0.816 lb","https://www.amazon.com/dp/B0B2C61WMQ?th=1&psc=1"
"B001HAO8NM","Yoga for Beginners: Boxed Set (Yoga for Stress Relief / AM-PM Yoga for Beginners / Essential Yoga for Inflexible People)","NATHAN","$14.98","","","","12/09/2008","$8.59",4.2,"1,670","$6.39","20,960",5,"FBA",60,"Movies & TV","Small standard","7.56 x 5.35 x 0.55 in","4 oz","https://www.amazon.com/dp/B001HAO8NM?th=1&psc=1"
"B0CGM1QRQN","CRZ YOGA Women's Butterluxe Low Rise Workout Leggings 25 Inches - Comfy Buttery Soft Athletic Gym Lounge Yoga Pants","CRZ YOGA","$32.00","801","29","$25,632","08/25/2023","$21.22",4.6,"284","$10.78","43,152",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.74 x 8.9 x 1.18 in","0.311 lb","https://www.amazon.com/dp/B0CGM1QRQN?th=1&psc=1"
"B07DH9GPKJ","IUGA Biker Shorts Women 6' Tummy Control Workout Shorts Women with Pockets High Waisted Yoga Running Gym Spandex Compression","IUGA","$14.99","10,639","348","$159,479","07/20/2024","$7.60",4.7,"18,115","$7.39","1,632",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","5.709 x 9.094 x 1.378 in","0.353 lb","https://www.amazon.com/dp/B07DH9GPKJ?th=1&psc=1"
"B0D57CX5QR","Yoga Wheel for Stretching & Flexibility to Help Back Aches & Tension, Deep Tissue Muscle Massage. Back Roller Wheel with Extra Cushion, Wider & Thickest Foam, Stretches and Strengthens Core Muscles","FARINOK","$29.99","159","5","$4,768","05/24/2024","$16.22",4.8,"19","$13.77","49,919",7,"FBA",2,"Sports & Outdoors","Large standard","13.5 x 13.5 x 5.47 in","3.459 lb","https://www.amazon.com/dp/B0D57CX5QR?th=1&psc=1"
"B0C7SFV8RH","CAP Barbell 1/2-Inch High Density Exercise Yoga Mat with Strap | Multiple Options","CAP Barbell","$14.99","8,838","277","$132,482","06/11/2023","$5.88",4.6,"1,834","$9.11","402",6,"AMZ",7,"Sports & Outdoors","Large standard","7.8 x 7.72 x 25 in","0.98 kg","https://www.amazon.com/dp/B0C7SFV8RH?th=1&psc=1"
"B0CBJVCJ32","CRZ YOGA Womens Butterluxe Halter Longline Sports Bra - Padded Workout Yoga Crop Tops Tanks with Built in Pads","CRZ YOGA","$28.00","7,145","252","$200,060","07/10/2023","$17.44",4.5,"380","$10.56","2,875",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","9.134 x 9.331 x 2.362 in","0.551 lb","https://www.amazon.com/dp/B0CBJVCJ32?th=1&psc=1"
"B011IU43WG","Shandali Hot Yoga Towel - Mat-Sized, Microfiber, Super Absorbent, Anti-Slip, Injury Free, 24' x 72' - Best Bikram Yoga Towel - Exercise, Fitness, Pilates Gear","Shandali","$19.95","5,648","168","$112,678","07/12/2015","$12.32",4.6,"2,362","$7.63","927",7,"FBA",1,"Sports & Outdoors","Small standard","4 x 9.8 x 3.6 in","0.99 lb","https://www.amazon.com/dp/B011IU43WG?th=1&psc=1"
"B09HGVJ8GW","Resistance Bands for Working Out, Exercise Bands for Women & Men, Latex Elastic Bands for Yoga, Pilates, Rehab, Fitness and Home Workout, Strength Bands for Booty","COOBONS FITNESS","$8.99","5,483","140","$49,292","09/28/2021","$4.27",4.5,"7,287","$4.72","1,221",8,"FBA",1,"Sports & Outdoors","Small standard","5.83 x 7.01 x 1.18 in","3.2 oz","https://www.amazon.com/dp/B09HGVJ8GW?th=1&psc=1"
"B0D82HYYQY","Lenovo Yoga 7 2-in-1 Laptop, 14' WUXGA Touchscreen Display, 6-Cores Ryzen 5 8640HS(Up to 4.9 GHz), 8GB RAM, 512GB NVMe SSD, FP Reader, Backlit KB, WiFi 6E, USB-C, HDMI, Webcam, SPS HDMI, Win 11 Pro","Lenovo","$593.99","30","1","$17,820","06/24/2024","$550.09",NA,"","$48.91","22,468",4,"FBM",5,"Computers & Accessories","Large bulky","20 x 5 x 20 in","8 lb","https://www.amazon.com/dp/B0D82HYYQY?th=1&psc=1"
"B0F1CR17Y5","Home Gym Storage Rack, 3 Tier Yoga Mat Storage Rack with Wheel for Yoga Lover, Exercise Equipment and Workout Equipment Organizer, Yoga Mat Holder for Yoga Mats, Foam Roller and Dumbbells","GIOTORENT","$45.99","","5","","","",5,"","","50,810",6,"FBA",1,"Sports & Outdoors","","","","https://www.amazon.com/dp/B0F1CR17Y5?th=1&psc=1"
"B0BLRBS6NP","CRZ YOGA Men's Linerless Workout Shorts - 5'' Lightweight Quick Dry for Running Sports Athletic Gym with Pockets","CRZ YOGA","$28.00","8,198","293","$229,544","11/08/2022","$18.26",4.7,"967","$9.74","2,229",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","7.165 x 9.213 x 1.496 in","0.353 lb","https://www.amazon.com/dp/B0BLRBS6NP?th=1&psc=1"
"B07486TF4P","Canvas Yoga Mat Bag with Adjustable Strap & Pockets, Full-Zip Travel Gym Tote for Women & Men, Fits 1/4' & 1/3' Thick Mats, Lightweight Carrier for Yoga, Workout, Outdoor Use","elenture","$16.98","1,268","46","$21,531","03/26/2017","$10.38",4.6,"5,391","$6.60","5,460",8,"FBA",1,"Sports & Outdoors","Small standard","10.08 x 1.14 x 11.73 in","0.01 lb","https://www.amazon.com/dp/B07486TF4P?th=1&psc=1"
"B0DHKCQPN7","Lenovo Yoga 7 2-in-1 AI PC Laptop 14' FHD+ IPS Touch AMD Zen4 8-core Ryzen 7 8840HS (>i7-12700H) 16GB RAM 1TB SSD Backlit Fingerprint Long-Lasting Battery Rapid Charging Win11 Gray + HDMI Cable","Lenovo","$749.99","20","","$15,000","09/19/2024","$689.00",4.6,"3","$60.99","42,544",8,"FBM",4,"Computers & Accessories","Large standard","11 x 3 x 16 in","3.6 lb","https://www.amazon.com/dp/B0DHKCQPN7?th=1&psc=1"
"B07P7MC95G","THE GYM PEOPLE Womens' Yoga Pants High Waist with Pocket Tummy Control","THE GYM PEOPLE","$24.99","21,705","785","$542,408","08/19/2020","$14.88",4.4,"20,211","$10.11","278",5,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","11.02 x 8.66 x 0.79 in","8.11 oz","https://www.amazon.com/dp/B07P7MC95G?th=1&psc=1"
"B0D46TLCTM","CRZ YOGA Womens Shorts Casual High Waisted Linerless for Lounge Athletic Golf with Pockets Weightless","CRZ YOGA","$26.00","2,135","90","$55,510","06/10/2024","$16.12",4.6,"43","$9.88","12,568",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.03 x 9.84 x 1.97 in","0.291 lb","https://www.amazon.com/dp/B0D46TLCTM?th=1&psc=1"
